,conta_contabil,cod_r,nome_conta,saldo_ant,deb,cred,saldo_atual
32,1.1.03.04.01.433945,139425.0,VERISURE BRASIL MONITORAMENTO,1815.23,0.0,1616.79,3432.02
33,1.1.03.04.02.000000,13241.0,ADIANTAMENTO IMPORTACAO,0.0,21463.3,10243.57,-11219.73
34,1.1.03.04.02.000033,15177.0,ADIANTAMENTO IMPORTAÇÃO,0.0,20905.25,9561.73,-11343.52
35,1.1.03.07.00.000000,145.0,IMPOSTOS A RECUPERAR,18524.59,142618.03,139614.52,15521.07999999999
36,1.1.03.07.01.000000,1957.0,IMPOSTOS A RECUPERAR,18428.4,133507.06,152764.65,37685.99
37,1.1.03.07.01.000001,182.0,ICMS A RECUPERAR,14442.55,37161.5,51187.23,28468.280000000002
38,1.1.03.07.01.000028,13951.0,IMPOSTOS A RECUPERAR,3977.35,89400.83,99269.89,13846.409999999998
39,1.1.03.07.01.000009,11763.0,IR SOBRE APLICACAO,0.0,2557.87,0.0,-2557.87
40,1.1.03.09.00.000000,147.0,DESPESAS DO EXERCICIO SEGUINTE,8513.75,0.0,8354.95,16868.7
41,1.1.03.09.01.000000,1961.0,DESPESAS DO EXERCICIO SEGUINTE,8084.58,0.0,7926.09,16010.67
42,1.1.03.09.01.000001,1108.0,PREMIOS DE SEGURO A APROPRIAR,8239.73,0.0,8072.22,16311.95
43,1.1.04.00.00.000000,112.0,ESTOQUES,927076.4,0.0,0.0,927076.4
44,1.1.04.01.00.000000,1115.0,MERCADORIA,965996.37,0.0,0.0,965996.37
45,1.1.04.01.01.000000,1962.0,MERCADORIA,872693.98,0.0,0.0,872693.98
46,1.1.04.01.01.000001,1118.0,MERCADORIAS DE REVENDA,956259.97,0.0,0.0,956259.97
47,1.2.00.00.00.000000,18.0,ATIVO NAO CIRCULANTE,160312.38,8368.52,21533.34,173477.2
48,1.2.03.00.00.000000,1131.0,IMOBILIZADO,162250.83,8607.63,24127.74,177770.94
49,1.2.03.01.00.000000,1170.0,MOVEIS,308371.6,8222.78,0.0,300148.81999999995
50,1.2.03.01.00.000009,11223.0,COMPUTADORES E PERIFERICOS,19895.13,2050.15,0.0,17844.98
51,1.2.03.01.00.000004,1178.0,EQUIPAMENTO DE COMUNICACAO,6042.26,0.0,0.0,6042.26
52,1.2.03.01.00.000001,1970.0,MAQUINAS E EQUIPAMENTOS,192634.32,949.28,0.0,191685.04
53,1.2.03.01.00.000003,1177.0,MOVEIS E UTENSILIOS,14271.04,6025.82,0.0,8245.220000000001
54,1.2.03.01.00.000007,11221.0,VEICULOS,76791.18,0.0,0.0,76791.18
55,1.2.03.02.00.000000,1171.0,DEPRECIACAO ACUMULADA,-114773.35,0.0,22717.51,-92055.84000000001
56,1.2.03.02.01.000000,1971.0,DEPRECIACAO ACUMULADA,-117451.48,0.0,22771.83,-94679.65
57,1.2.03.02.01.000009,11230.0,(-) S/ COMPUTADORES E PERIFERICOS,-2356.15,0.0,2238.17,-117.98000000000002
58,1.2.03.02.01.000004,11225.0,(-) S/ EQUIPAMENTO DE COMUNICACAO,-809.51,0.0,666.78,-142.73000000000002
59,1.2.03.02.01.000001,1181.0,(-) S/ MAQUINAS E EQUIPAMENTOS,-58320.82,0.0,9882.38,-48438.44
60,1.2.03.02.01.000003,11224.0,(-) S/ MOVEIS E UTENSILIOS,-9966.9,0.0,921.33,-9045.57
61,1.2.03.02.01.000007,11228.0,(-) S/ VEICULOS,-58309.75,0.0,8090.25,-50219.5
62,2.0.00.00.00.000000,2.0,PASSIVO,-1886892.36,12440511.03,11858454.82,-2468948.5699999994
63,2.1.00.00.00.000000,2207.0,PASSIVO CIRCULANTE,-763551.81,11208098.01,10786121.61,-1185528.2100000004
64,2.1.01.00.00.000000,232906.0,FORNECEDORES DIVERSOS,-657863.21,7897096.46,7550218.63,-1004741.04
65,2.1.01.01.00.000000,232910.0,FORNECEDORES,-696496.53,7901199.96,8053208.49,-544487.9999999998
66,2.1.01.01.00.464111,240856.0,3D Machine Impressão 3D Ltda,0.0,446.03,409.08,-36.94999999999999
67,2.1.01.01.00.464112,240857.0,ABC COMERCIO DE CHAPAS LTDA,0.0,1387.4,1311.24,-76.16000000000008
68,2.1.01.01.00.028023,20970.0,ACEVILLE TRANSPORTES LTDA,0.0,497.1,508.39,11.289999999999964
69,2.1.01.01.00.417551,236327.0,ACOS BRAUNA SISTEMAS DE ARMAZENAGEM LTDA,0.0,2965.41,2805.83,-159.57999999999993
70,2.1.01.01.00.460310,240503.0,AFIEL AFIACOES DE FERRAMENTAS P/MADEIRA,0.0,78.37,91.54,13.170000000000002
71,2.1.01.01.00.388397,234137.0,AKRA IMPORT. MAQ E FERRAMENTAS EIRELI,0.0,30025.21,26717.02,-3308.1899999999987
72,2.1.01.01.00.015529,21556.0,AMIL ASSISTENCIA MEDICA INTERNACIONAL S.,-2405.44,17179.64,15149.64,-4435.4400000000005
73,2.1.01.01.00.397779,28725.0,AUDIOLIFE ABC GESTAO OCUPACIONAL LTDA,0.0,648.52,632.27,-16.25
74,2.1.01.01.00.053579,224859.0,BANDEIRANTES DEICMAR LOGISTICA INTEGRADA,0.0,11053.77,12517.25,1463.4799999999996
75,2.1.01.01.00.349875,232765.0,BEIMEX COMISSARIA DE DESPACHOS LTDA,0.0,10413.63,9799.13,-614.5
76,2.1.01.01.00.456487,240254.0,BETA DO BRASIL COM. MAQ. E FER.LTDA,0.0,1669.2,2707.58,1038.3799999999999
77,2.1.01.01.00.343939,219265.0,BRAGANFER INDUSTRIA E COMERCIO DE FERRO,0.0,184.39,189.61,5.220000000000027
78,2.1.01.01.00.350190,232760.0,CARLOS A DE BRITO TRANSPORTE,-2679.57,21830.58,21407.27,-3102.8800000000015
79,2.1.01.01.00.276906,232050.0,CEL-LEP LIVRARIA,0.0,4230.24,5094.03,863.79
80,2.1.01.01.00.411336,235982.0,CENTRAL SBC DE EQUIPAMENTOS DE PROTECAO,0.0,251.47,511.06,259.59000000000003
81,2.1.01.01.00.016083,21507.0,CLARO S A,0.0,197.54,199.41,1.8700000000000045
82,2.1.01.01.00.017449,232448.0,CNAGA ARMAZENS GERAIS ALFANDEGADOS LTDA,0.0,1903.47,1918.94,15.470000000000027
83,2.1.01.01.00.051576,28359.0,COMERCIAL EUROVAL HIDRAULICOS LTDA ME,0.0,2580.35,2909.14,328.78999999999996
84,2.1.01.01.00.432809,237928.0,CONTINENTAL FERRAM. E EQUIP. LTDA,-56113.52,55737.65,0.0,-111851.17
85,2.1.01.01.00.051561,24586.0,COPELI INDUSTRIA E COM DE MATERIAL ELETR,-5690.1,6023.61,0.0,-11713.71
86,2.1.01.01.00.031282,28930.0,"CORREA, PORTO SOCIEDADE DE ADVOGADOS",0.0,13718.4,19077.03,5358.629999999999
87,2.1.01.01.00.231837,224555.0,Calhas e Rufos Montaplan LTDA - ME,0.0,232.8,239.13,6.329999999999984
88,2.1.01.01.00.436836,238391.0,Cohalabra Comercio de Produtos Manufatur,-210.91,197.61,0.0,-408.52
89,2.1.01.01.00.349881,232768.0,DANIEL VICTOR ASCARI,0.0,158579.16,147080.91,-11498.25
90,2.1.01.01.00.456489,240256.0,DIADEMA TRIACO IND COM FERRO ACO LTDA,0.0,10941.18,10391.93,-549.25
91,2.1.01.01.00.400384,28727.0,DISPRODI SERVICOS DE MANUTENCAO DE MAQUI,0.0,5769.39,6438.27,668.8800000000001
92,2.1.01.01.00.039631,23450.0,DUTRA MAQUINAS COM E TEC LTDA,0.0,1181.17,1189.22,8.049999999999955
93,2.1.01.01.00.434791,238133.0,ELETRICA DJ MATERIAIS,0.0,0.0,357.62,357.62
94,2.1.01.01.00.460311,240504.0,ELETRICA GIUSTI LTDA,0.0,1351.18,1277.4,-73.77999999999997
95,2.1.01.01.00.016082,21533.0,ELETROPAULO METROPOL ELETRIC DE SAO PAUL,0.0,815.32,862.07,46.75
96,2.1.01.01.00.015459,222633.0,EUREKA,0.0,83.04,79.8,-3.240000000000009
97,2.1.01.01.00.411337,235983.0,EXATTA BOMBAS LTDA,0.0,1289.13,1182.13,-107.0
98,2.1.01.01.00.421947,216864.0,FAM CARGO BR LOGISTICA INTERNACIONAL LTD,0.0,158.08,164.62,6.539999999999992
99,2.1.01.01.00.138518,222081.0,FAMA TRANSPORTES DE CARGAS EIRELI,0.0,119.11,119.52,0.4099999999999966
100,2.1.01.01.00.362688,232774.0,FARCCO TECNOLOGIA INDUSTRIAL EIRELI,0.0,1689.53,1760.85,71.31999999999994
101,2.1.01.01.00.393060,234487.0,FERMAN MANUTENCAO DE MAQUINAS E EQUIPAME,0.0,1181.52,1244.43,62.91000000000008
102,2.1.01.01.00.350199,232758.0,FL CARGO TRANSPORTES E SERVICOS EIRELI,0.0,12700.06,13039.65,339.59000000000015
103,2.1.01.01.00.032666,21450.0,FORNECEDORES REMESSA - C,0.0,2913369.23,2620590.21,-292779.02
104,2.1.01.01.00.032665,21449.0,FORNECEDORES REMESSA - D,0.0,2436022.53,2722654.24,286631.7100000004
105,2.1.01.01.00.439220,238658.0,GALPERFIL PERFILADOS METALICOS E ACESSOR,0.0,551.43,601.37,49.940000000000055
106,2.1.01.01.00.456488,240255.0,GMS GEHRMANN MAQUINAS E SERVICOS TECNICO,0.0,179.03,192.94,13.909999999999997
107,2.1.01.01.00.159116,221803.0,GURGELMIX MAQUINAS E FERRAMENTAS S.A.-CA,-1452.32,1331.68,206.58,-2577.42
108,2.1.01.01.00.039652,22510.0,HANNOVER PLASTICOS S/A,0.0,1427.67,1612.31,184.63999999999987
109,2.1.01.01.00.031869,21204.0,HATEN PEL COMERCIO DE EMBALAGENS LTDA -,0.0,70.24,59.31,-10.929999999999993
110,2.1.01.01.00.035611,26172.0,HDEZ EMPREENDIMENTOS LTDA,0.0,460.85,490.94,30.089999999999975
111,2.1.01.01.00.456110,240238.0,HIGH TECH USINAGEM LTDA,0.0,37286.63,35837.36,-1449.2699999999968
112,2.1.01.01.00.388408,234392.0,HOTEIS 2H LTDA,0.0,671.65,756.42,84.76999999999998
113,2.1.01.01.00.112523,231407.0,HTCY BRASIL ETIQUETAS E TECNOLOGIA EIREL,0.0,0.0,2198.21,2198.21
114,2.1.01.01.00.419556,236487.0,INDUSFACAS COM. E IND. DE LAMINAS DE SER,-8933.77,95178.18,84166.13,-19945.81999999999
115,2.1.01.01.00.419559,213754.0,IVY LOGISTICA E TRANSPORTES EIRELI,0.0,76.79,89.37,12.579999999999998
116,2.1.01.01.00.438929,238649.0,J C DE SOUZA MAQUINAS,0.0,1287.01,1487.08,200.06999999999994
117,2.1.01.01.00.445427,239357.0,J.J. SANTOS COMERCIO E REPRESENTACAO COM,0.0,2197.06,2384.28,187.22000000000025
118,2.1.01.01.00.464108,225848.0,JCARGAS TRANSPORTES E LOGISTICA,0.0,0.0,430.82,430.82
119,2.1.01.01.00.439221,238659.0,JEISSE DOS SANTOS MACHADO,0.0,130.92,132.01,1.0900000000000034
120,2.1.01.01.00.015763,21090.0,KALUNGA COMERCIO E INDUSTRIA GRAFICA LTDA,-416.25,1169.32,1391.78,-193.78999999999996
121,2.1.01.01.00.406872,218561.0,LALAMOVE TECNOLOGIA BRASIL LTDA,0.0,206.66,202.91,-3.75
122,2.1.01.01.00.441962,238921.0,LEONARDO LUIS MACHADO PUBLICIDADE,0.0,890.53,1259.98,369.45000000000005
123,2.1.01.01.00.000179,21548.0,LERIO & SILVA CONTABILIDADE ESTRATÉGICA,0.0,17181.21,23670.67,6489.459999999999
124,2.1.01.01.00.419554,236486.0,LIONS COMERCIO DE AUTO PECAS LTDA EPP,0.0,509.26,520.07,10.81000000000006
125,2.1.01.01.00.024128,22725.0,LOCAWEB SERVICOS DE INTERNET S.A.,0.0,503.18,506.25,3.069999999999993
126,2.1.01.01.00.400382,235458.0,LUCAS VIANA DIAS CARVALHO,-98.37,633.06,556.72,-174.70999999999992
127,2.1.01.01.00.110016,21448.0,LUITEX MAQUINAS E FERRAMENTAS LTDA - SBO,0.0,30468.56,94212.87,63744.31
128,2.1.01.01.00.378830,233573.0,Lenovo Comercial e Distribuição Ltda,-1179.64,1348.77,0.66,-2527.75
129,2.1.01.01.00.445041,239343.0,MACHINE GROW SERVICE LTDA ME,0.0,2679.06,2657.23,-21.829999999999927
130,2.1.01.01.00.242863,224940.0,MADEIREIRA DIADEMA LTDA,0.0,2775.85,4015.96,1240.1100000000001
131,2.1.01.01.00.447589,239543.0,MARCOS ROBERTO COUTO 00360625029,0.0,86.36,80.69,-5.670000000000002
132,2.1.01.01.00.024931,22997.0,MULTIPLAN ADMINISTRADORA DE SHOPPING CEN,0.0,20.39,23.98,3.59
133,2.1.01.01.00.432863,237929.0,MUNICIPIO DE BELO HORIZONTE,0.0,100.14,108.73,8.590000000000003
134,2.1.01.01.00.372305,233556.0,NATOLOG TRANSPORTES E LOGISTICA EIRELI,0.0,3874.76,4080.75,205.98999999999978
135,2.1.01.01.00.019298,21807.0,NEXTEL TELECOMUNICACOES LTDA,0.0,705.34,649.58,-55.75999999999999
136,2.1.01.01.00.447590,239544.0,NISMOCAR SERVICOS AUTOMOTIVOS LTDA,0.0,1505.24,1499.26,-5.980000000000018
137,2.1.01.01.00.016529,21803.0,NOTRE DAME INTERMEDICA SAUDE SA,0.0,560.95,491.53,-69.42000000000007
138,2.1.01.01.00.404852,211110.0,NOVA JF PNEUS LTDA,0.0,47.66,51.15,3.490000000000002
139,2.1.01.01.00.441963,238922.0,ODAIR OLIVATO,0.0,330.01,340.93,10.920000000000016
140,2.1.01.01.00.436835,238390.0,ON THE WALL GRAFICA DIGITAL LTDA.,-595.44,596.24,0.0,-1191.68
141,2.1.01.01.00.417108,211116.0,OSWALDO HUNCH 69494088891,0.0,32566.66,34591.12,2024.4600000000028
142,2.1.01.01.00.024496,224790.0,PARAFUSOS RUDGE RAMOS LTDA,0.0,61.96,400.44,338.48
143,2.1.01.01.00.039733,22538.0,PLUS CARGO INTERNACIONAL LTDA,0.0,484.21,451.0,-33.20999999999998
144,2.1.01.01.00.427240,219671.0,PM PELOSINI TRANSPORTES  ROTATIVA,-30.48,1465.62,1265.88,-230.21999999999977
145,2.1.01.01.00.455462,240041.0,POTYGUARA GRAFICA E EDITORA LTDA,0.0,0.0,0.0,0.0
146,2.1.01.01.00.401521,235411.0,PRIME OFFICE AMBIENTES CORPORATIVOS LTDA,-712.08,765.91,0.0,-1477.99
147,2.1.01.01.00.032288,201426.0,RARO S SISTEMAS E AUTOMACAO LTDA  EPP,-145.1,151.67,0.0,-296.77
148,2.1.01.01.00.286792,227124.0,RCM IMPORTADORA DE FERR LTDA,0.0,65358.19,64504.7,-853.4900000000052
149,2.1.01.01.00.441971,240281.0,RIOPEX TRANSPORTES RODOVIARIOS LTDA,0.0,127.93,147.66,19.72999999999999
150,2.1.01.01.00.350210,232047.0,RT TOOLS INDUSTRIA E COMERCIO EIRELI-EPP,-63471.75,229570.65,179743.49,-113298.91
151,2.1.01.01.00.427066,237466.0,RUDGE PLAST COMERCIO DE EMBALAGENS LTDA,0.0,58.55,59.42,0.8700000000000045
152,2.1.01.01.00.441964,238923.0,SANDRO JOSE DE OLIVEIRA 18020546855,0.0,452.81,438.17,-14.639999999999986
153,2.1.01.01.00.026457,21594.0,SERASA S.A.,0.0,191.95,171.94,-20.00999999999999
154,2.1.01.01.00.332982,230125.0,SERDOMOLDE IND. E COM. DE ARTEFATOS PLAS,0.0,1543.12,1436.88,-106.23999999999978
155,2.1.01.01.00.349877,232766.0,SERGIO RICARDO DE ANDRADE 15748279878,0.0,33282.89,37119.29,3836.4000000000015
156,2.1.01.01.00.299160,228194.0,SERV FIX COM. E MANUTENCAO DE EQUIP. LTD,0.0,947.78,1059.82,112.03999999999996
157,2.1.01.01.00.421929,216863.0,SERVICEDATA INFORMATICA LTDA,0.0,7774.75,7122.7,-652.0500000000002
158,2.1.01.01.00.348638,232761.0,SNAPON DO BRASIL COM INDUSTRIA LTDA,-32907.68,115455.39,110053.47,-38309.6
159,2.1.01.01.00.425137,236895.0,SO SERRAS COMERCIO E SERVICOS LTDA ME,0.0,1379.36,1411.34,31.980000000000018
160,2.1.01.01.00.363248,20532.0,SODEXO PASS DO BRASIL SERVICOS DE GESTAO,0.0,19.78,19.38,-0.40000000000000213
161,2.1.01.01.00.024140,21771.0,SODEXO PASS DO BRASIL SERVICOS E COMERCI,0.0,41.64,38.18,-3.460000000000001
162,2.1.01.01.00.061135,24661.0,SOLO NETWORK BRASIL LTDA,-1625.7,1742.78,0.0,-3368.48
163,2.1.01.01.00.355946,232296.0,SUL CORTE IMPORTADORA DE FERRAMENTAS LTD,0.0,1391.3,4157.47,2766.17
164,2.1.01.01.00.404851,237749.0,SUMARE PARK HOTEL LTDA,0.0,735.78,760.83,25.050000000000068
165,2.1.01.01.00.024163,21724.0,SUPRICORP SUPRIMENTOS LTDA,0.0,46.57,42.86,-3.710000000000001
166,2.1.01.01.00.432816,237924.0,Shopping do Mecanico Comercio Maquinas e,-21657.37,19740.86,0.0,-41398.229999999996
167,2.1.01.01.00.015650,21517.0,TELEFONICA BRASIL S.A.,0.0,3474.33,3423.44,-50.88999999999987
168,2.1.01.01.00.016086,238570.0,TRANSVALMAR SERVIÇOS E TRANSPORTES DE CA,0.0,4192.75,3883.23,-309.52
169,2.1.01.01.00.460312,240505.0,VECTOR SOLUCOES ADMINISTRATIVAS LTDA,0.0,0.0,0.0,0.0
170,2.1.01.01.00.030072,28698.0,VENETOSUL TRANSPORTES LTDA  CTB  003,-979.83,1299.46,259.57,-2019.7200000000003
171,2.1.01.01.00.039793,22606.0,VERISURE BRASIL MONITORAMENTO DE ALARMES,-182.68,1421.99,1288.25,-316.42
172,2.1.01.01.00.434720,238926.0,Vollmer do Brasil Industria de Maquinas,0.0,5957.92,20870.16,14912.24
173,2.1.01.01.00.350198,232046.0,WIKUS IMPORTAÇÃO,-465647.94,1633023.2,1615769.07,-482902.0699999999
174,2.1.01.01.00.326452,229641.0,WP RESTAURANTE LTDA ME,0.0,128.98,117.74,-11.239999999999995
175,2.1.02.00.00.000000,2211.0,EMPRESTIMOS E FINANCIAMENTOS,0.0,49421.01,164967.96,115546.94999999998
176,2.1.02.01.00.000000,2218.0,EMPRESTIMOS BANCARIOS,0.0,45361.88,165386.5,120024.62
177,2.1.02.01.01.000000,2978.0,EMPRESTIMOS BANCARIOS,0.0,45164.81,162275.5,117110.69
178,2.1.02.01.01.000021,25378.0,(-) JUROS S/ EMPRÉSTIMO ITAÚ - CAPITAL DE GIRO,0.0,22648.16,2832.51,-19815.65
179,2.1.02.01.01.000012,24192.0,EMPRÉSTIMO - BANCO ITAU,0.0,25432.02,181877.91,156445.89
180,2.1.03.00.00.000000,2212.0,ENCARGOS SOCIAIS,-27784.04,283378.52,279602.38,-31560.180000000015
181,2.1.03.01.00.000000,2981.0,OBRIGACOES SOCIAIS,-25168.65,276412.15,267738.03,-33842.77
182,2.1.03.01.00.000009,2234.0,COFINS A RECOLHER,-11631.87,90450.27,110081.28,7999.139999999994
183,2.1.03.01.00.000011,2237.0,CONTR.ASSISTENCIAL,-85.17,263.63,146.9,-201.89999999999998
184,2.1.03.01.00.000006,2230.0,FGTS A RECOLHER,-1034.25,6094.12,6384.64,-743.7299999999996
185,2.1.03.01.00.000005,2229.0,INSS A RECOLHER,-3513.21,32956.83,35451.94,-1018.0999999999995
186,2.1.03.01.00.000013,21102.0,IRRF A RECOLHER,-580.05,4957.42,4394.08,-1143.39
187,2.1.03.01.00.000001,21750.0,ORDENADOS E SALARIOS A PAGAR,-6105.22,88639.31,96095.65,1351.1199999999963
188,2.1.03.01.00.000008,2232.0,PIS A RECOLHER,-2856.34,22705.94,20152.78,-5409.5
189,2.1.03.01.00.000002,21751.0,PRO-LABORE A PAGAR,-1067.29,7800.52,8311.65,-556.1600000000008
190,2.1.04.00.00.000000,2213.0,OBRIGAÇÕES TRIBUTARIAS,-46073.68,1066656.44,1202677.56,89947.44000000012
191,2.1.04.01.00.000000,2982.0,OBRIGACOES FISCAIS,-49522.88,1181916.46,1021050.66,-210388.67999999993
192,2.1.04.01.00.000012,2254.0,CSLL A PAGAR,-16379.94,44127.08,48467.58,-12039.44
193,2.1.04.01.00.000001,2243.0,ICMS A RECOLHER,0.0,663939.37,637608.78,-26330.589999999967
194,2.1.04.01.02.000000,23041.0,ICMS ST A RECOLHER,0.0,41062.19,42443.15,1380.9599999999991
195,2.1.04.01.00.000002,2244.0,IPI A RECOLHER,-4554.79,249448.1,231585.55,-22417.34000000002
196,2.1.04.01.00.000013,2255.0,IRPJ A PAGAR,-26801.04,64480.49,80428.08,-10853.449999999997
197,2.1.04.01.01.000000,22261.0,IRRF S/ ALUGUEL,-1501.11,3159.58,1927.64,-2733.0499999999997
198,2.1.04.01.07.000000,23941.0,IRRF TERCEIROS A PAGAR,-10.06,12.86,295.65,272.72999999999996
199,2.1.04.01.00.000003,2245.0,ISS A RECOLHER,0.0,2258.62,2670.54,411.9200000000001
200,2.1.04.01.00.000016,2258.0,ISS RETIDO TERCEIROS,-1426.28,1295.82,100.24,-2621.8599999999997
201,2.1.04.01.00.000027,2269.0,PIS/COFINS/CSLL,-28.37,193.86,1095.14,872.9100000000001
202,2.1.05.00.00.000000,2214.0,OBRIGACOES DIVERSAS,-6425.88,1608465.12,1613087.3,-1803.7000000000653
203,2.1.05.01.00.000000,2273.0,ANTECIPACOES DE CLIENTES,0.0,1380778.7,1383427.65,2648.9499999999534
204,2.1.05.01.01.000000,2983.0,ANTECIPACOES DE CLIENTES,0.0,1515239.95,1482887.9,-32352.050000000047
205,2.1.05.01.01.000002,22549.0,DESCONTO DE DUPLICATAS,0.0,1328996.46,1450491.44,121494.97999999998
206,2.1.05.05.00.000000,2277.0,CONTAS A PAGAR,-6677.32,47408.97,51802.46,-2283.8300000000017
207,2.1.05.05.01.000000,2987.0,CONTAS A PAGAR,-5964.6,45424.41,48640.43,-2748.5800000000036
208,2.1.05.05.01.000001,2296.0,ALUGUEIS A PAGAR,-4688.46,43449.63,45925.32,-2212.7699999999977
209,2.1.05.05.01.000003,2298.0,SEGUROS A PAGAR,-1333.28,1201.37,0.0,-2534.6499999999996
210,2.3.00.00.00.000000,2209.0,PATRIMONIO LIQUIDO,-1220326.21,460825.12,0.0,-1681151.33
211,2.3.01.00.00.000000,2354.0,CAPITAL,-137723.79,0.0,0.0,-137723.79
212,2.3.01.01.00.000000,2995.0,CAPITAL SOCIAL,-140037.51,0.0,0.0,-140037.51
213,2.3.01.01.00.000001,2358.0,CAPITAL SOCIAL,-163182.7,0.0,0.0,-163182.7
214,2.3.03.00.00.000000,2356.0,RESERVAS DE LUCROS,-1099964.81,0.0,0.0,-1099964.81
215,2.3.03.01.00.000000,2997.0,RESERVAS DE LUCROS,-971506.17,0.0,0.0,-971506.17
216,2.3.03.01.00.000001,2368.0,RESERVA LUCROS A REALIZAR,-1040376.27,0.0,0.0,-1040376.27
217,2.3.04.00.00.000000,2357.0,LUCROS/PREJUIZOS,0.0,489678.89,0.0,-489678.89
218,2.3.04.01.00.000000,2998.0,LUCROS/PREJUIZOS ACUMULADOS,0.0,405119.59,0.0,-405119.59
219,2.3.04.01.05.000000,23022.0,(-) LUCRO DISTRIBUIDO,0.0,486319.0,0.0,-486319.0
220,3.0.00.00.00.000000,3.0,ENTRADAS E CUSTOS,0.0,2032916.12,475665.93,-1557250.1900000002
221,3.2.00.00.00.000000,3379.0,ENTRADAS COMERCIAIS,0.0,2177448.62,440218.21,-1737230.4100000001
222,3.2.01.00.00.000000,3416.0,COMPRAS P/COMERCIALIZACAO,0.0,2455068.35,492472.81,-1962595.54
223,3.2.01.01.00.000000,31002.0,COMPRAS P/COMERCIALIZACAO,0.0,2457046.17,489905.52,-1967140.65
224,3.2.01.01.00.000020,33798.0,(-) ICMS S/ FRETES COMPRAS REVENDAS,0.0,0.0,2588.46,2588.46
225,3.2.01.01.00.000009,3426.0,(-) ICMS S/ IMPORTACAO,0.0,0.0,287170.14,287170.14
