,conta_contabil,cod_r,nome_conta,saldo_ant,deb,cred,saldo_atual
28,1.1.03.04.01.000000,1953.0,ADIANTAMENTOS A FORNECEDORES,36449.77,8873.13,38769.73,66346.37
29,1.1.03.04.01.088490,19288.0,ADIANTAMENTO A FORNECEDOR,29108.4,9076.47,34886.22,54918.15
30,1.1.03.04.01.402814,136081.0,AMERICA LICENCIAMENTOS,2147.86,1042.42,2957.39,4062.83
31,1.1.03.04.01.350190,132909.0,CARLOS A. DE BRITO TRANSPORTE,502.45,0.0,498.72,1001.1700000000001
32,1.1.03.04.01.433945,139425.0,VERISURE BRASIL MONITORAMENTO,1806.66,0.0,1757.19,3563.8500000000004
33,1.1.03.04.02.000000,13241.0,ADIANTAMENTO IMPORTACAO,0.0,20256.34,9722.91,-10533.43
34,1.1.03.04.02.000033,15177.0,ADIANTAMENTO IMPORTAÇÃO,0.0,22349.93,9324.28,-13025.65
35,1.1.03.07.00.000000,145.0,IMPOSTOS A RECUPERAR,16486.94,132794.14,148049.59,31742.38999999998
36,1.1.03.07.01.000000,1957.0,IMPOSTOS A RECUPERAR,17452.72,129799.98,156774.08,44426.81999999999
37,1.1.03.07.01.000001,182.0,ICMS A RECUPERAR,15358.07,34419.33,54451.7,35390.439999999995
38,1.1.03.07.01.000028,13951.0,IMPOSTOS A RECUPERAR,3403.82,105703.41,104385.62,2086.029999999992
39,1.1.03.07.01.000009,11763.0,IR SOBRE APLICACAO,0.0,2585.66,0.0,-2585.66
40,1.1.03.09.00.000000,147.0,DESPESAS DO EXERCICIO SEGUINTE,7742.61,0.0,8166.55,15909.16
41,1.1.03.09.01.000000,1961.0,DESPESAS DO EXERCICIO SEGUINTE,8118.73,0.0,8290.28,16409.010000000002
42,1.1.03.09.01.000001,1108.0,PREMIOS DE SEGURO A APROPRIAR,8366.12,0.0,7210.55,15576.670000000002
43,1.1.04.00.00.000000,112.0,ESTOQUES,868631.88,0.0,0.0,868631.88
44,1.1.04.01.00.000000,1115.0,MERCADORIA,947401.86,0.0,0.0,947401.86
45,1.1.04.01.01.000000,1962.0,MERCADORIA,944054.53,0.0,0.0,944054.53
46,1.1.04.01.01.000001,1118.0,MERCADORIAS DE REVENDA,960984.81,0.0,0.0,960984.81
47,1.2.00.00.00.000000,18.0,ATIVO NAO CIRCULANTE,162179.81,8416.88,22092.01,175854.94
48,1.2.03.00.00.000000,1131.0,IMOBILIZADO,164491.91,8358.97,22721.96,178854.9
49,1.2.03.01.00.000000,1170.0,MOVEIS,310747.64,8345.6,0.0,302402.04000000004
50,1.2.03.01.00.000009,11223.0,COMPUTADORES E PERIFERICOS,18035.6,2437.65,0.0,15597.949999999999
51,1.2.03.01.00.000004,1178.0,EQUIPAMENTO DE COMUNICACAO,6094.44,0.0,0.0,6094.44
52,1.2.03.01.00.000001,1970.0,MAQUINAS E EQUIPAMENTOS,175595.2,1001.78,0.0,174593.42
53,1.2.03.01.00.000003,1177.0,MOVEIS E UTENSILIOS,15223.31,6000.24,0.0,9223.07
54,1.2.03.01.00.000007,11221.0,VEICULOS,76532.18,0.0,0.0,76532.18
55,1.2.03.02.00.000000,1171.0,DEPRECIACAO ACUMULADA,-131836.94,0.0,20741.41,-111095.53
56,1.2.03.02.01.000000,1971.0,DEPRECIACAO ACUMULADA,-113633.01,0.0,22809.73,-90823.28
57,1.2.03.02.01.000009,11230.0,(-) S/ COMPUTADORES E PERIFERICOS,-2634.75,0.0,2320.12,-314.6300000000001
58,1.2.03.02.01.000004,11225.0,(-) S/ EQUIPAMENTO DE COMUNICACAO,-868.42,0.0,647.9,-220.51999999999998
59,1.2.03.02.01.000001,1181.0,(-) S/ MAQUINAS E EQUIPAMENTOS,-65735.37,0.0,11201.65,-54533.719999999994
60,1.2.03.02.01.000003,11224.0,(-) S/ MOVEIS E UTENSILIOS,-9641.21,0.0,1023.85,-8617.359999999999
61,1.2.03.02.01.000007,11228.0,(-) S/ VEICULOS,-53550.79,0.0,8248.65,-45302.14
62,2.0.00.00.00.000000,2.0,PASSIVO,-1806677.61,11791388.63,12113398.04,-1484668.2000000018
63,2.1.00.00.00.000000,2207.0,PASSIVO CIRCULANTE,-716189.56,11641059.32,10743401.39,-1613847.4899999998
64,2.1.01.00.00.000000,232906.0,FORNECEDORES DIVERSOS,-609668.55,8208353.16,8265721.45,-552300.26
65,2.1.01.01.00.000000,232910.0,FORNECEDORES,-589436.21,9028727.69,8327642.6,-1290521.2999999998
66,2.1.01.01.00.464111,240856.0,3D Machine Impressão 3D Ltda,0.0,454.59,424.59,-30.0
67,2.1.01.01.00.464112,240857.0,ABC COMERCIO DE CHAPAS LTDA,0.0,1361.73,1346.97,-14.759999999999991
68,2.1.01.01.00.028023,20970.0,ACEVILLE TRANSPORTES LTDA,0.0,430.98,482.73,51.75
69,2.1.01.01.00.417551,236327.0,ACOS BRAUNA SISTEMAS DE ARMAZENAGEM LTDA,0.0,3208.05,2975.72,-232.33000000000038
70,2.1.01.01.00.460310,240503.0,AFIEL AFIACOES DE FERRAMENTAS P/MADEIRA,0.0,89.35,77.5,-11.849999999999994
71,2.1.01.01.00.388397,234137.0,AKRA IMPORT. MAQ E FERRAMENTAS EIRELI,0.0,29725.26,27387.56,-2337.699999999997
72,2.1.01.01.00.015529,21556.0,AMIL ASSISTENCIA MEDICA INTERNACIONAL S.,-2778.24,17736.91,13566.67,-6948.48
73,2.1.01.01.00.397779,28725.0,AUDIOLIFE ABC GESTAO OCUPACIONAL LTDA,0.0,625.89,580.56,-45.33000000000004
74,2.1.01.01.00.053579,224859.0,BANDEIRANTES DEICMAR LOGISTICA INTEGRADA,0.0,11141.63,12593.04,1451.4100000000017
75,2.1.01.01.00.349875,232765.0,BEIMEX COMISSARIA DE DESPACHOS LTDA,0.0,10411.93,8588.2,-1823.7299999999996
76,2.1.01.01.00.456487,240254.0,BETA DO BRASIL COM. MAQ. E FER.LTDA,0.0,1590.92,2400.12,809.1999999999998
77,2.1.01.01.00.343939,219265.0,BRAGANFER INDUSTRIA E COMERCIO DE FERRO,0.0,194.37,205.74,11.370000000000005
78,2.1.01.01.00.350190,232760.0,CARLOS A DE BRITO TRANSPORTE,-2373.49,23413.85,23108.54,-2678.7999999999975
79,2.1.01.01.00.276906,232050.0,CEL-LEP LIVRARIA,0.0,4588.17,4533.35,-54.81999999999971
80,2.1.01.01.00.411336,235982.0,CENTRAL SBC DE EQUIPAMENTOS DE PROTECAO,0.0,243.9,432.37,188.47
81,2.1.01.01.00.016083,21507.0,CLARO S A,0.0,169.56,173.92,4.359999999999985
82,2.1.01.01.00.017449,232448.0,CNAGA ARMAZENS GERAIS ALFANDEGADOS LTDA,0.0,2028.42,2009.89,-18.529999999999973
83,2.1.01.01.00.051576,28359.0,COMERCIAL EUROVAL HIDRAULICOS LTDA ME,0.0,2846.56,3081.75,235.19000000000005
84,2.1.01.01.00.432809,237928.0,CONTINENTAL FERRAM. E EQUIP. LTDA,-64425.07,57679.82,0.0,-122104.89
85,2.1.01.01.00.051561,24586.0,COPELI INDUSTRIA E COM DE MATERIAL ELETR,-6094.35,6452.07,0.0,-12546.42
86,2.1.01.01.00.031282,28930.0,"CORREA, PORTO SOCIEDADE DE ADVOGADOS",0.0,13430.0,17269.05,3839.0499999999993
87,2.1.01.01.00.231837,224555.0,Calhas e Rufos Montaplan LTDA - ME,0.0,229.5,240.36,10.860000000000014
88,2.1.01.01.00.436836,238391.0,Cohalabra Comercio de Produtos Manufatur,-222.16,206.04,0.0,-428.2
89,2.1.01.01.00.349881,232768.0,DANIEL VICTOR ASCARI,0.0,142998.36,158714.82,15716.460000000021
90,2.1.01.01.00.456489,240256.0,DIADEMA TRIACO IND COM FERRO ACO LTDA,0.0,11365.19,11273.86,-91.32999999999993
91,2.1.01.01.00.400384,28727.0,DISPRODI SERVICOS DE MANUTENCAO DE MAQUI,0.0,5890.45,6180.06,289.6100000000006
92,2.1.01.01.00.039631,23450.0,DUTRA MAQUINAS COM E TEC LTDA,0.0,1138.55,1093.16,-45.38999999999987
93,2.1.01.01.00.434791,238133.0,ELETRICA DJ MATERIAIS,0.0,0.0,347.92,347.92
94,2.1.01.01.00.460311,240504.0,ELETRICA GIUSTI LTDA,0.0,1341.41,1309.33,-32.080000000000155
95,2.1.01.01.00.016082,21533.0,ELETROPAULO METROPOL ELETRIC DE SAO PAUL,0.0,837.68,940.96,103.28000000000009
96,2.1.01.01.00.015459,222633.0,EUREKA,0.0,83.22,79.89,-3.3299999999999983
97,2.1.01.01.00.411337,235983.0,EXATTA BOMBAS LTDA,0.0,1151.07,1176.09,25.019999999999982
98,2.1.01.01.00.421947,216864.0,FAM CARGO BR LOGISTICA INTERNACIONAL LTD,0.0,155.65,157.59,1.9399999999999977
99,2.1.01.01.00.138518,222081.0,FAMA TRANSPORTES DE CARGAS EIRELI,0.0,111.12,126.91,15.789999999999992
100,2.1.01.01.00.362688,232774.0,FARCCO TECNOLOGIA INDUSTRIAL EIRELI,0.0,1578.54,1669.75,91.21000000000004
101,2.1.01.01.00.393060,234487.0,FERMAN MANUTENCAO DE MAQUINAS E EQUIPAME,0.0,1254.28,1367.94,113.66000000000008
102,2.1.01.01.00.350199,232758.0,FL CARGO TRANSPORTES E SERVICOS EIRELI,0.0,13997.13,13538.94,-458.1899999999987
103,2.1.01.01.00.032666,21450.0,FORNECEDORES REMESSA - C,0.0,2929538.3,2744862.07,-184676.22999999998
104,2.1.01.01.00.032665,21449.0,FORNECEDORES REMESSA - D,0.0,2781429.85,2550121.06,-231308.79000000004
105,2.1.01.01.00.439220,238658.0,GALPERFIL PERFILADOS METALICOS E ACESSOR,0.0,577.97,546.61,-31.360000000000014
106,2.1.01.01.00.456488,240255.0,GMS GEHRMANN MAQUINAS E SERVICOS TECNICO,0.0,189.28,192.86,3.5800000000000125
107,2.1.01.01.00.159116,221803.0,GURGELMIX MAQUINAS E FERRAMENTAS S.A.-CA,-1434.56,1478.95,200.21,-2713.3
108,2.1.01.01.00.039652,22510.0,HANNOVER PLASTICOS S/A,0.0,1546.65,1477.39,-69.25999999999999
109,2.1.01.01.00.031869,21204.0,HATEN PEL COMERCIO DE EMBALAGENS LTDA -,0.0,71.39,63.3,-8.090000000000003
110,2.1.01.01.00.035611,26172.0,HDEZ EMPREENDIMENTOS LTDA,0.0,447.72,496.18,48.45999999999998
111,2.1.01.01.00.456110,240238.0,HIGH TECH USINAGEM LTDA,0.0,38763.6,31965.78,-6797.82
112,2.1.01.01.00.388408,234392.0,HOTEIS 2H LTDA,0.0,686.02,757.14,71.12
113,2.1.01.01.00.112523,231407.0,HTCY BRASIL ETIQUETAS E TECNOLOGIA EIREL,0.0,0.0,2293.31,2293.31
114,2.1.01.01.00.419556,236487.0,INDUSFACAS COM. E IND. DE LAMINAS DE SER,-9135.71,83695.13,87656.09,-5174.750000000007
115,2.1.01.01.00.419559,213754.0,IVY LOGISTICA E TRANSPORTES EIRELI,0.0,85.23,92.19,6.959999999999994
116,2.1.01.01.00.438929,238649.0,J C DE SOUZA MAQUINAS,0.0,1458.51,1510.69,52.180000000000064
117,2.1.01.01.00.445427,239357.0,J.J. SANTOS COMERCIO E REPRESENTACAO COM,0.0,2045.79,2489.62,443.8299999999999
118,2.1.01.01.00.464108,225848.0,JCARGAS TRANSPORTES E LOGISTICA,0.0,0.0,400.49,400.49
119,2.1.01.01.00.439221,238659.0,JEISSE DOS SANTOS MACHADO,0.0,132.07,134.19,2.1200000000000045
120,2.1.01.01.00.015763,21090.0,KALUNGA COMERCIO E INDUSTRIA GRAFICA LTDA,-462.14,1207.02,1381.63,-287.52999999999986
121,2.1.01.01.00.406872,218561.0,LALAMOVE TECNOLOGIA BRASIL LTDA,0.0,186.02,213.04,27.019999999999982
122,2.1.01.01.00.441962,238921.0,LEONARDO LUIS MACHADO PUBLICIDADE,0.0,828.45,1205.25,376.79999999999995
123,2.1.01.01.00.000179,21548.0,LERIO & SILVA CONTABILIDADE ESTRATÉGICA,0.0,18604.86,22007.91,3403.0499999999993
124,2.1.01.01.00.419554,236486.0,LIONS COMERCIO DE AUTO PECAS LTDA EPP,0.0,525.31,474.25,-51.059999999999945
125,2.1.01.01.00.024128,22725.0,LOCAWEB SERVICOS DE INTERNET S.A.,0.0,536.93,575.02,38.09000000000003
126,2.1.01.01.00.400382,235458.0,LUCAS VIANA DIAS CARVALHO,-100.31,757.49,567.02,-290.78000000000003
127,2.1.01.01.00.110016,21448.0,LUITEX MAQUINAS E FERRAMENTAS LTDA - SBO,0.0,29572.2,87333.19,57760.990000000005
128,2.1.01.01.00.378830,233573.0,Lenovo Comercial e Distribuição Ltda,-1340.02,1180.77,0.62,-2520.17
129,2.1.01.01.00.445041,239343.0,MACHINE GROW SERVICE LTDA ME,0.0,2506.53,2788.89,282.3599999999997
130,2.1.01.01.00.242863,224940.0,MADEIREIRA DIADEMA LTDA,0.0,2963.75,3953.99,990.2399999999998
131,2.1.01.01.00.447589,239543.0,MARCOS ROBERTO COUTO 00360625029,0.0,86.8,79.38,-7.420000000000002
132,2.1.01.01.00.024931,22997.0,MULTIPLAN ADMINISTRADORA DE SHOPPING CEN,0.0,24.11,22.5,-1.6099999999999994
133,2.1.01.01.00.432863,237929.0,MUNICIPIO DE BELO HORIZONTE,0.0,109.08,109.7,0.6200000000000045
134,2.1.01.01.00.372305,233556.0,NATOLOG TRANSPORTES E LOGISTICA EIRELI,0.0,4034.23,4083.74,49.50999999999976
135,2.1.01.01.00.019298,21807.0,NEXTEL TELECOMUNICACOES LTDA,0.0,655.66,690.21,34.55000000000007
136,2.1.01.01.00.447590,239544.0,NISMOCAR SERVICOS AUTOMOTIVOS LTDA,0.0,1604.53,1596.73,-7.7999999999999545
137,2.1.01.01.00.016529,21803.0,NOTRE DAME INTERMEDICA SAUDE SA,0.0,560.24,523.38,-36.860000000000014
138,2.1.01.01.00.404852,211110.0,NOVA JF PNEUS LTDA,0.0,48.8,54.39,5.590000000000003
139,2.1.01.01.00.441963,238922.0,ODAIR OLIVATO,0.0,347.59,380.18,32.59000000000003
140,2.1.01.01.00.436835,238390.0,ON THE WALL GRAFICA DIGITAL LTDA.,-639.94,561.22,0.0,-1201.16
141,2.1.01.01.00.417108,211116.0,OSWALDO HUNCH 69494088891,0.0,36485.9,32204.56,-4281.34
142,2.1.01.01.00.024496,224790.0,PARAFUSOS RUDGE RAMOS LTDA,0.0,68.55,417.15,348.59999999999997
143,2.1.01.01.00.039733,22538.0,PLUS CARGO INTERNACIONAL LTDA,0.0,471.37,472.85,1.4800000000000182
144,2.1.01.01.00.427240,219671.0,PM PELOSINI TRANSPORTES  ROTATIVA,-30.73,1339.78,1274.71,-95.79999999999994
145,2.1.01.01.00.455462,240041.0,POTYGUARA GRAFICA E EDITORA LTDA,0.0,0.0,0.0,0.0
146,2.1.01.01.00.401521,235411.0,PRIME OFFICE AMBIENTES CORPORATIVOS LTDA,-722.25,696.14,0.0,-1418.3899999999999
147,2.1.01.01.00.032288,201426.0,RARO S SISTEMAS E AUTOMACAO LTDA  EPP,-151.28,136.96,0.0,-288.24
148,2.1.01.01.00.286792,227124.0,RCM IMPORTADORA DE FERR LTDA,0.0,65243.27,70153.23,4909.959999999999
149,2.1.01.01.00.441971,240281.0,RIOPEX TRANSPORTES RODOVIARIOS LTDA,0.0,144.18,128.17,-16.01000000000002
150,2.1.01.01.00.350210,232047.0,RT TOOLS INDUSTRIA E COMERCIO EIRELI-EPP,-63500.96,206987.04,181868.55,-88619.45000000001
151,2.1.01.01.00.427066,237466.0,RUDGE PLAST COMERCIO DE EMBALAGENS LTDA,0.0,59.39,60.54,1.1499999999999986
152,2.1.01.01.00.441964,238923.0,SANDRO JOSE DE OLIVEIRA 18020546855,0.0,506.82,522.66,15.839999999999975
153,2.1.01.01.00.026457,21594.0,SERASA S.A.,0.0,172.12,170.37,-1.75
154,2.1.01.01.00.332982,230125.0,SERDOMOLDE IND. E COM. DE ARTEFATOS PLAS,0.0,1586.76,1635.63,48.87000000000012
155,2.1.01.01.00.349877,232766.0,SERGIO RICARDO DE ANDRADE 15748279878,0.0,31462.03,33125.28,1663.25
156,2.1.01.01.00.299160,228194.0,SERV FIX COM. E MANUTENCAO DE EQUIP. LTD,0.0,969.63,1106.99,137.36
157,2.1.01.01.00.421929,216863.0,SERVICEDATA INFORMATICA LTDA,0.0,7862.35,7739.75,-122.60000000000036
158,2.1.01.01.00.348638,232761.0,SNAPON DO BRASIL COM INDUSTRIA LTDA,-29251.79,114778.06,112974.39,-31055.46
159,2.1.01.01.00.425137,236895.0,SO SERRAS COMERCIO E SERVICOS LTDA ME,0.0,1621.56,1593.44,-28.11999999999989
160,2.1.01.01.00.363248,20532.0,SODEXO PASS DO BRASIL SERVICOS DE GESTAO,0.0,21.53,18.19,-3.34
161,2.1.01.01.00.024140,21771.0,SODEXO PASS DO BRASIL SERVICOS E COMERCI,0.0,38.71,42.69,3.979999999999997
162,2.1.01.01.00.061135,24661.0,SOLO NETWORK BRASIL LTDA,-1645.03,1704.56,0.0,-3349.59
163,2.1.01.01.00.355946,232296.0,SUL CORTE IMPORTADORA DE FERRAMENTAS LTD,0.0,1588.96,4025.48,2436.52
164,2.1.01.01.00.404851,237749.0,SUMARE PARK HOTEL LTDA,0.0,690.04,685.01,-5.029999999999973
165,2.1.01.01.00.024163,21724.0,SUPRICORP SUPRIMENTOS LTDA,0.0,46.14,40.47,-5.670000000000002
166,2.1.01.01.00.432816,237924.0,Shopping do Mecanico Comercio Maquinas e,-22172.31,18688.86,0.0,-40861.17
167,2.1.01.01.00.015650,21517.0,TELEFONICA BRASIL S.A.,0.0,2988.8,3421.38,432.5799999999999
168,2.1.01.01.00.016086,238570.0,TRANSVALMAR SERVIÇOS E TRANSPORTES DE CA,0.0,3930.12,3907.0,-23.11999999999989
169,2.1.01.01.00.460312,240505.0,VECTOR SOLUCOES ADMINISTRATIVAS LTDA,0.0,0.0,0.0,0.0
170,2.1.01.01.00.030072,28698.0,VENETOSUL TRANSPORTES LTDA  CTB  003,-1055.25,1422.59,253.64,-2224.2
171,2.1.01.01.00.039793,22606.0,VERISURE BRASIL MONITORAMENTO DE ALARMES,-167.0,1526.41,1383.76,-309.6500000000001
172,2.1.01.01.00.434720,238926.0,Vollmer do Brasil Industria de Maquinas,0.0,6442.52,23370.96,16928.44
173,2.1.01.01.00.350198,232046.0,WIKUS IMPORTAÇÃO,-396225.21,1887301.52,1520847.88,-762678.8500000001
174,2.1.01.01.00.326452,229641.0,WP RESTAURANTE LTDA ME,0.0,131.65,120.42,-11.230000000000004
175,2.1.02.00.00.000000,2211.0,EMPRESTIMOS E FINANCIAMENTOS,0.0,47722.21,193245.3,145523.09
176,2.1.02.01.00.000000,2218.0,EMPRESTIMOS BANCARIOS,0.0,46534.07,176388.43,129854.35999999999
177,2.1.02.01.01.000000,2978.0,EMPRESTIMOS BANCARIOS,0.0,43305.71,187179.96,143874.25
178,2.1.02.01.01.000021,25378.0,(-) JUROS S/ EMPRÉSTIMO ITAÚ - CAPITAL DE GIRO,0.0,21788.82,3150.17,-18638.65
179,2.1.02.01.01.000012,24192.0,EMPRÉSTIMO - BANCO ITAU,0.0,27031.38,170496.6,143465.22
180,2.1.03.00.00.000000,2212.0,ENCARGOS SOCIAIS,-28667.79,285702.35,254511.73,-59858.40999999997
181,2.1.03.01.00.000000,2981.0,OBRIGACOES SOCIAIS,-27447.99,280163.81,288248.1,-19363.700000000023
182,2.1.03.01.00.000009,2234.0,COFINS A RECOLHER,-11105.81,104448.58,93645.95,-21908.440000000002
183,2.1.03.01.00.000011,2237.0,CONTR.ASSISTENCIAL,-91.32,253.98,140.12,-205.17999999999998
184,2.1.03.01.00.000006,2230.0,FGTS A RECOLHER,-1176.9,6660.52,6310.83,-1526.5900000000006
185,2.1.03.01.00.000005,2229.0,INSS A RECOLHER,-4196.9,29549.32,32912.25,-833.9699999999993
186,2.1.03.01.00.000013,21102.0,IRRF A RECOLHER,-609.24,4453.59,4303.61,-759.2200000000005
187,2.1.03.01.00.000001,21750.0,ORDENADOS E SALARIOS A PAGAR,-5455.72,88801.63,86522.92,-7734.430000000007
188,2.1.03.01.00.000008,2232.0,PIS A RECOLHER,-2466.71,23807.46,21964.72,-4309.449999999998
189,2.1.03.01.00.000002,21751.0,PRO-LABORE A PAGAR,-1024.74,7611.83,8208.03,-428.5399999999993
190,2.1.04.00.00.000000,2213.0,OBRIGAÇÕES TRIBUTARIAS,-51867.68,1050494.5,1106267.61,3905.430000000102
191,2.1.04.01.00.000000,2982.0,OBRIGACOES FISCAIS,-49342.94,1089668.41,1164573.0,25561.65000000008
192,2.1.04.01.00.000012,2254.0,CSLL A PAGAR,-17548.71,44313.18,50998.32,-10863.57
193,2.1.04.01.00.000001,2243.0,ICMS A RECOLHER,0.0,736319.87,768496.55,32176.68000000005
194,2.1.04.01.02.000000,23041.0,ICMS ST A RECOLHER,0.0,43639.02,48728.5,5089.480000000003
195,2.1.04.01.00.000002,2244.0,IPI A RECOLHER,-4029.13,222583.72,258593.74,31980.88999999999
196,2.1.04.01.00.000013,2255.0,IRPJ A PAGAR,-27735.07,74628.45,80321.5,-22042.019999999997
197,2.1.04.01.01.000000,22261.0,IRRF S/ ALUGUEL,-1573.34,2850.0,2166.95,-2256.3900000000003
198,2.1.04.01.07.000000,23941.0,IRRF TERCEIROS A PAGAR,-11.08,13.84,292.17,267.25000000000006
199,2.1.04.01.00.000003,2245.0,ISS A RECOLHER,0.0,2268.08,2481.9,213.82000000000016
200,2.1.04.01.00.000016,2258.0,ISS RETIDO TERCEIROS,-1445.35,1409.63,101.48,-2753.5
201,2.1.04.01.00.000027,2269.0,PIS/COFINS/CSLL,-33.85,199.06,1087.44,854.5300000000001
202,2.1.05.00.00.000000,2214.0,OBRIGACOES DIVERSAS,-6395.66,1422052.27,1456383.17,27935.239999999907
203,2.1.05.01.00.000000,2273.0,ANTECIPACOES DE CLIENTES,0.0,1390915.05,1389128.2,-1786.8500000000931
204,2.1.05.01.01.000000,2983.0,ANTECIPACOES DE CLIENTES,0.0,1457510.3,1390703.49,-66806.81000000006
205,2.1.05.01.01.000002,22549.0,DESCONTO DE DUPLICATAS,0.0,1300989.37,1357047.36,56057.98999999999
206,2.1.05.05.00.000000,2277.0,CONTAS A PAGAR,-7005.63,48898.23,48505.63,-7398.230000000006
207,2.1.05.05.01.000000,2987.0,CONTAS A PAGAR,-6769.41,46335.94,48211.14,-4894.210000000003
208,2.1.05.05.01.000001,2296.0,ALUGUEIS A PAGAR,-5045.83,49702.52,47559.81,-7188.539999999999
209,2.1.05.05.01.000003,2298.0,SEGUROS A PAGAR,-1242.59,1275.07,0.0,-2517.66
210,2.3.00.00.00.000000,2209.0,PATRIMONIO LIQUIDO,-1265102.2,413418.86,0.0,-1678521.06
211,2.3.01.00.00.000000,2354.0,CAPITAL,-156419.93,0.0,0.0,-156419.93
212,2.3.01.01.00.000000,2995.0,CAPITAL SOCIAL,-150360.26,0.0,0.0,-150360.26
213,2.3.01.01.00.000001,2358.0,CAPITAL SOCIAL,-139043.03,0.0,0.0,-139043.03
214,2.3.03.00.00.000000,2356.0,RESERVAS DE LUCROS,-1069194.43,0.0,0.0,-1069194.43
215,2.3.03.01.00.000000,2997.0,RESERVAS DE LUCROS,-1064872.33,0.0,0.0,-1064872.33
216,2.3.03.01.00.000001,2368.0,RESERVA LUCROS A REALIZAR,-956538.77,0.0,0.0,-956538.77
217,2.3.04.00.00.000000,2357.0,LUCROS/PREJUIZOS,0.0,469561.45,0.0,-469561.45
218,2.3.04.01.00.000000,2998.0,LUCROS/PREJUIZOS ACUMULADOS,0.0,462070.82,0.0,-462070.82
219,2.3.04.01.05.000000,23022.0,(-) LUCRO DISTRIBUIDO,0.0,431527.2,0.0,-431527.2
220,3.0.00.00.00.000000,3.0,ENTRADAS E CUSTOS,0.0,2058777.36,503212.9,-1555564.46
221,3.2.00.00.00.000000,3379.0,ENTRADAS COMERCIAIS,0.0,2042473.2,496654.95,-1545818.25
222,3.2.01.00.00.000000,3416.0,COMPRAS P/COMERCIALIZACAO,0.0,2095775.86,500357.62,-1595418.2400000002
223,3.2.01.01.00.000000,31002.0,COMPRAS P/COMERCIALIZACAO,0.0,2072376.29,527784.46,-1544591.83
224,3.2.01.01.00.000020,33798.0,(-) ICMS S/ FRETES COMPRAS REVENDAS,0.0,0.0,2705.92,2705.92
225,3.2.01.01.00.000009,3426.0,(-) ICMS S/ IMPORTACAO,0.0,0.0,315551.53,315551.53
